Tone,Identity,Feature,Coefficient,SE,t,p,CI_lower,CI_upper
Weighted_Constructive,Disclosed,const,65.51019747426858,0.7416454680848028,88.33088084990209,0.0,64.05659906752501,66.96379588101215
Weighted_Constructive,Disclosed,gender_male,0.2340455166374857,0.24803835967224314,0.9435859717293426,0.3453812636397975,-0.25210073510450304,0.7201917683794744
Weighted_Constructive,Disclosed,race_white,-0.2965938595847802,0.2730415067887943,-1.086259239750696,0.27736431482076174,-0.8317453791753657,0.2385576600058053
Weighted_Constructive,Disclosed,region_west,-1.6897483574533745,0.28870007793668495,-5.852954282277522,4.829169073835449e-09,-2.2555901125431834,-1.1239066023635653
Weighted_Constructive,Disclosed,top_100,-0.470617163475964,0.2763311836607476,-1.703091041848327,0.08855103211172734,-1.0122163312563524,0.0709820043044243
Weighted_Constructive,Disclosed,academic_age,-0.0476538659000279,0.013898540046988596,-3.428695801063874,0.0006064888846586069,-0.07489450382981318,-0.020413227970242625
Weighted_Constructive,Disclosed,avg_c2,0.008034756246482805,0.005981164945026972,1.3433430310533883,0.1791609244878105,-0.0036881116313635526,0.019757624124329163
Weighted_Constructive,Disclosed,work_count,-0.0031621347355280027,0.0019641531076037286,-1.609922731220182,0.10741472585665494,-0.007011804086553736,0.000687534615497731
Weighted_Constructive,Disclosed,source_nature,-4.9985198438734235,0.48261017781542725,-10.357261561493823,3.8790893541310706e-25,-5.944418410964133,-4.052621276782714
Weighted_Constructive,Disclosed,pub_year_scaled,0.5747601899932242,0.08706584890601529,6.601442439430629,4.0717636129327474e-11,0.40411426185402816,0.7454061181324203
Weighted_Constructive,Disclosed,days_received_to_accepted,0.002522269044867189,0.0010531656470147766,2.3949404844495463,0.016623063257863373,0.00045810230696340364,0.004586435782770975
Weighted_Constructive,Disclosed,total_authors,-0.00463205871148177,0.03417937779305888,-0.1355220314286249,0.8921991463812444,-0.07162240819986529,0.06235829077690175
Weighted_Constructive,Disclosed,word_count,-0.001682938539327447,0.00034862041221305813,-4.827423984281578,1.383104555227148e-06,-0.0023662219915405484,-0.0009996550871143456
Weighted_Constructive,Disclosed,field_Arts and Humanities,1.3666390870107064,2.2933018893563895,0.5959263773136518,0.5512244110842921,-3.128150021805477,5.86142819582689
Weighted_Constructive,Disclosed,field_Agricultural and Biological Sciences,2.251556590490382,0.5575431558785637,4.038353922473374,5.382759709750455e-05,1.1587920851415956,3.344321095839168
Weighted_Constructive,Disclosed,"field_Biochemistry, Genetics and Molecular Biology",-1.4656931239550461,0.4666885185938885,-3.1406239184351774,0.0016858836889785999,-2.380385812397419,-0.5510004355126733
Weighted_Constructive,Disclosed,"field_Business, Management and Accounting",4.487858972430846,1.064057684436662,4.21768390762276,2.468244906785913e-05,2.4023442334619025,6.57337371139979
Weighted_Constructive,Disclosed,field_Chemistry,1.1138549011411683,1.6783529795225502,0.6636595011485797,0.5069082653904917,-2.175656492068521,4.403366294350858
Weighted_Constructive,Disclosed,field_Computer Science,-0.05292005667985632,0.9318536205676868,-0.05679009611790458,0.9547124033597236,-1.8793195918557755,1.773479478496063
Weighted_Constructive,Disclosed,field_Decision Sciences,0.03605853726948424,1.258644726762999,0.02864870165723422,0.977144769701235,-2.430839796517251,2.5029568710562193
Weighted_Constructive,Disclosed,field_Dentistry,3.4729530755068527,1.526009738958093,2.275839391351503,0.02285562413066321,0.4820289470916208,6.463877203922085
Weighted_Constructive,Disclosed,field_Earth and Planetary Sciences,2.545172885756851,0.7720240917765734,3.2967531879736125,0.0009780941192045237,1.0320334706775218,4.05831230083618
Weighted_Constructive,Disclosed,"field_Economics, Econometrics and Finance",2.270548324802563,0.8320250402755527,2.728942297278211,0.0063537820714523845,0.6398092116269916,3.901287437978134
Weighted_Constructive,Disclosed,field_Engineering,1.3556896398756917,0.8421654155267408,1.6097664602241615,0.10744884984105552,-0.2949242435819297,3.006303523333313
Weighted_Constructive,Disclosed,field_Environmental Science,3.323481136884857,0.5241126796598813,6.341157666785706,2.280450092264409e-10,2.2962391609107113,4.3507231128590025
Weighted_Constructive,Disclosed,field_Health Professions,1.632943586434729,0.5363248693219025,3.0446911561258134,0.002329193598482846,0.5817661585506493,2.6841210143188086
Weighted_Constructive,Disclosed,field_Immunology and Microbiology,-0.795692434695909,0.9041451068791269,-0.880049483917943,0.3788325033159813,-2.5677842809771154,0.9763994115852975
Weighted_Constructive,Disclosed,field_Materials Science,1.1224009086880202,1.483841491809459,0.7564156379798473,0.44940003498440906,-1.7858749740247046,4.0306767914007455
Weighted_Constructive,Disclosed,field_Mathematics,0.6693660976286552,1.0396392358485744,0.6438445900729257,0.519676215714612,-1.368289361549294,2.707021556806604
Weighted_Constructive,Disclosed,field_Neuroscience,-2.3580133386890796,0.5790727802999769,-4.072050040873202,4.6601164122636945e-05,-3.4929751325045095,-1.2230515448736496
Weighted_Constructive,Disclosed,field_Nursing,1.9997142718860563,0.915576574392323,2.1841037962480483,0.028954621803664832,0.2052171609885458,3.794211382783567
Weighted_Constructive,Disclosed,"field_Pharmacology, Toxicology and Pharmaceutics",0.7826324610445706,1.7287713507761582,0.4527102214490053,0.6507574183489702,-2.60569712398136,4.1709620460705015
