Tone,Identity,Feature,Coefficient,SE,t,p,CI_lower,CI_upper
Weighted_Questioning,Full Data,const,43.58699188232439,0.3390066049685832,128.57269222339704,0.0,42.92255114606477,44.25143261858401
Weighted_Questioning,Full Data,disclosed_reviewer,0.3386591390066178,0.10816292060702251,3.1310095650711403,0.0017420648648855182,0.12666371015418845,0.5506545678590472
Weighted_Questioning,Full Data,gender_male,-0.13699929522180831,0.09183969971987478,-1.4917219420324461,0.13577205445400156,-0.31700179902373615,0.04300320858011955
Weighted_Questioning,Full Data,race_white,0.0854352666186953,0.09724954868946721,0.8785158159602701,0.37966385851497586,-0.10517034632543484,0.2760408795628254
Weighted_Questioning,Full Data,region_west,-0.2555189152218868,0.10339774053743724,-2.4712233932169054,0.013465167464127126,-0.45817476275808094,-0.052863067685692655
Weighted_Questioning,Full Data,top_100,0.09635504808785599,0.09587234573233273,1.0050348445303603,0.31488007175478205,-0.09155129666088853,0.2842613928366005
Weighted_Questioning,Full Data,academic_age,-0.04822216090814203,0.005010950100786861,-9.623356836175596,6.3717115462070805e-22,-0.05804344263401163,-0.038400879182272425
Weighted_Questioning,Full Data,avg_c2,-0.0036855712575104248,0.0026005990217473204,-1.4172008935980145,0.15642420061234705,-0.00878265167836527,0.0014115091633444196
Weighted_Questioning,Full Data,work_count,0.002356308813814772,0.0006612731337276803,3.5632913143347613,0.00036623386246932,0.0010602372877645799,0.0036523803398649645
Weighted_Questioning,Full Data,source_nature,-3.2220982983863653,0.13245858607449562,-24.325326080215252,1.0579418249897072e-130,-3.4817123565354753,-2.9624842402372553
Weighted_Questioning,Full Data,pub_year_scaled,0.0965922736168929,0.029380148307779633,3.287671410130902,0.0010101967119484528,0.03900824107319941,0.1541763061605864
Weighted_Questioning,Full Data,days_received_to_accepted,0.0033346262230082636,0.00037705113788964376,8.843962762378004,9.238241182924269e-19,0.002595619572414716,0.004073632873601811
Weighted_Questioning,Full Data,total_authors,0.02531263717811953,0.011912625839066647,2.124857904552702,0.03359847141124699,0.001964319572247658,0.0486609547839914
Weighted_Questioning,Full Data,word_count,0.002103911976438517,0.0001341921770089503,15.678350432441311,2.1270673707537404e-55,0.0018409001424939504,0.0023669238103830835
Weighted_Questioning,Full Data,field_Arts and Humanities,-0.812631447100458,0.8565031536189545,-0.9487781144376097,0.3427334751337021,-2.491346780838586,0.86608388663767
