Tone,Identity,Feature,Coefficient,SE,t,p,CI_lower,CI_upper
Weighted_Appreciative,Disclosed,const,57.84452028340111,0.8034650256397009,71.99382479324049,0.0,56.269757770309745,59.419282796492475
Weighted_Appreciative,Disclosed,gender_male,0.03344822137147746,0.22384599229162583,0.14942515177087123,0.8812181662780807,-0.40528186160373975,0.47217830434669467
Weighted_Appreciative,Disclosed,race_white,0.2767839170621646,0.2534969678760264,1.0918628312648173,0.27489339703397264,-0.22006101016495416,0.7736288442892834
Weighted_Appreciative,Disclosed,region_west,0.36584168208322465,0.26662679704662473,1.3721114536707664,0.1700287444229236,-0.1567372374414303,0.8884206016078796
Weighted_Appreciative,Disclosed,top_100,0.18633603306209212,0.2537934808436378,0.7342033863229678,0.46282478994526044,-0.3110900489024941,0.6837621150266784
Weighted_Appreciative,Disclosed,academic_age,-0.033124528583416156,0.012473845136004384,-2.6555186650350375,0.007918655118949583,-0.057572815798714885,-0.00867624136811743
Weighted_Appreciative,Disclosed,avg_c2,0.002286915405399595,0.00604176809979985,0.3785175742636258,0.7050461408766892,-0.00955473247315111,0.0141285632839503
Weighted_Appreciative,Disclosed,work_count,-0.0032133714788918255,0.001772601957155872,-1.8127992389490861,0.06986279139901556,-0.006687607473842547,0.0002608645160588957
Weighted_Appreciative,Disclosed,source_nature,0.24414623341443387,0.44767081300203737,0.5453700047524044,0.5854990658821597,-0.6332724369993248,1.1215649038281925
Weighted_Appreciative,Disclosed,pub_year_scaled,0.39044333319670443,0.08031704997340372,4.861275822829602,1.1663161004815403e-06,0.23302480790432945,0.5478618584890794
Weighted_Appreciative,Disclosed,days_received_to_accepted,0.0007430965937473545,0.0009423676795391881,0.788542105041977,0.4303796801964216,-0.0011039101183440373,0.0025901033058387465
Weighted_Appreciative,Disclosed,total_authors,0.007806724976933917,0.030733700423772093,0.2540118784686117,0.7994863813180244,-0.05243022096530278,0.06804367091917062
Weighted_Appreciative,Disclosed,word_count,-0.010673286578900121,0.0002958362105246792,-36.078364308312885,4.9545900180603344e-285,-0.011253114896851301,-0.010093458260948941
Weighted_Appreciative,Disclosed,field_Arts and Humanities,1.6394691878604892,2.288757692560794,0.7163140044004207,0.47379748135921795,-2.846413458897665,6.125351834618643
Weighted_Appreciative,Disclosed,field_Agricultural and Biological Sciences,1.0165116869740758,0.5124702880176928,1.9835524336563708,0.04730575632197224,0.012088379312529485,2.0209349946356223
Weighted_Appreciative,Disclosed,"field_Biochemistry, Genetics and Molecular Biology",-2.1196101221137473,0.40284054327348,-5.261660370353509,1.4276029136118135e-07,-2.909163078442317,-1.3300571657851774
Weighted_Appreciative,Disclosed,"field_Business, Management and Accounting",2.7126546768272557,1.062458702201032,2.5531859932133005,0.01067424785218424,0.6302738854520666,4.795035468202444
Weighted_Appreciative,Disclosed,field_Chemistry,1.327307452624022,1.9123632734735958,0.6940665882027295,0.4876404507569162,-2.420855688741348,5.075470593989392
Weighted_Appreciative,Disclosed,field_Computer Science,-0.3653176414330744,0.8246415189439901,-0.44300175657040486,0.6577644641596667,-1.9815853187196997,1.250950035853551
Weighted_Appreciative,Disclosed,field_Decision Sciences,-1.626264801729427,1.108344608353516,-1.467291661341051,0.14229673112424676,-3.7985803165614698,0.546050713102616
Weighted_Appreciative,Disclosed,field_Dentistry,1.988464538593256,1.7872531950097752,1.112581331030929,0.26588828209755844,-1.514487354880045,5.491416432066557
Weighted_Appreciative,Disclosed,field_Earth and Planetary Sciences,1.880385493729971,0.657567348291397,2.859608979393377,0.004241636508978854,0.5915771736693272,3.1691938137906153
Weighted_Appreciative,Disclosed,"field_Economics, Econometrics and Finance",1.0878003331745485,0.7292012815657155,1.4917696398432838,0.13575954554141048,-0.34140791617470523,2.517008582523802
Weighted_Appreciative,Disclosed,field_Engineering,-0.2956425503298976,0.7313999498484152,-0.4042146166282489,0.6860549062060027,-1.7291601103271932,1.137875009667398
Weighted_Appreciative,Disclosed,field_Environmental Science,2.1862305714744252,0.47897267971701296,4.564416017978512,5.008866579357917e-06,1.2474613696504413,3.124999773298409
Weighted_Appreciative,Disclosed,field_Health Professions,2.28861297463322,0.5047783604577857,4.533896763240142,5.790533916504962e-06,1.2992655679607827,3.2779603813056575
Weighted_Appreciative,Disclosed,field_Immunology and Microbiology,-2.6761082624995387,0.7332673605969228,-3.6495668651077406,0.00026268285894139113,-4.113285880308252,-1.2389306446908253
Weighted_Appreciative,Disclosed,field_Materials Science,-1.0492531218612313,1.127234614761963,-0.9308205302786954,0.3519464079383561,-3.258592368921561,1.1600861251990986
Weighted_Appreciative,Disclosed,field_Mathematics,-0.03703414394209931,0.9887878110154393,-0.03745408623521254,0.9701229483145889,-1.9750226418845578,1.900954354000359
Weighted_Appreciative,Disclosed,field_Neuroscience,-1.8789242170035196,0.5341695476849811,-3.5174678623042515,0.0004356851049514939,-2.9258772921041336,-0.8319711419029057
Weighted_Appreciative,Disclosed,field_Nursing,1.083835531409555,0.7268459313958643,1.4911489279827341,0.13592239891554858,-0.34075631643581006,2.50842737925492
Weighted_Appreciative,Disclosed,"field_Pharmacology, Toxicology and Pharmaceutics",1.5383756691508388,1.7872987689251112,0.8607266428522323,0.3893886156093702,-1.9646655475551553,5.041416885856833
Weighted_Appreciative,Disclosed,field_Physics and Astronomy,-1.9249332734830837,1.3890488929952953,-1.3857923095365106,0.16581033136221657,-4.647419076519094,0.7975525295529267
Weighted_Appreciative,Disclosed,field_Psychology,1.7919624024012175,0.4158736654754533,4.308910496538731,1.6406074049299097e-05,0.9768649959506706,2.6070598088517647
Weighted_Appreciative,Disclosed,field_Social Sciences,2.1511344734435123,0.4706805952264806,4.570263773904756,4.871107187506255e-06,1.2286174585777352,3.0736514883092894
Weighted_Appreciative,Disclosed,field_Veterinary,3.0868888777987196,1.3601770535239828,2.269475778760659,0.023239408531207588,0.420990840293904,5.752786915303535
Weighted_Appreciative,Disclosed,Weighted_Constructive,-0.5175827716235378,0.009097931023921332,-56.89016219870753,0.0,-0.5354143887642533,-0.4997511544828224
Weighted_Appreciative,Disclosed,Weighted_Questioning,-0.6031147478660586,0.008956199623075074,-67.34047623415763,0.0,-0.6206685765656369,-0.5855609191664802
Weighted_Appreciative,Disclosed,Weighted_Critical,-0.6424440927104178,0.009134073026977,-70.33489778470057,0.0,-0.6603465468754515,-0.6245416385453841
